geneIDs	disper	pval	padj	TEtreated	TEcontrol	log2FC_TE(control vs treated)	
FBgn0037250	0.0050672624349753295	0.9664744197605861	0.9813754319126968	0.08870561659889564	0.10083356721513541	0.18487862791184861
FBgn0037251	0.04323704035847437	0.3146415798203879	0.4745075769738908	0.14700159264337118	0.18546742432030236	0.3353340271493601
FBgn0037252	0.0018669459534703618	0.5083201622296925	0.6546256909126126	0.003069119447290919	0.0024853269238433538	-0.30438915659106414
FBgn0051522	0.012843140594839647	0.016592174639672663	0.05650943830864771	0.013418059239215645	0.008034591184949836	-0.7398794942980151
FBgn0051523	0.03175596111456105	0.8249156548494541	0.8912760567879278	0.004066621052764437	0.0036916514265108715	-0.13956422271103985
FBgn0037254	nan	nan	nan	0.030610616077292662	0.2954036630440828	3.2705837294921847
FBgn0037255	0.00944003208774092	0.8072112204131012	0.8794865538908089	0.02450679916250765	0.02768702167426193	0.17602780378814575
FBgn0085386	nan	nan	nan	0.09544912808811724	0.017955569096845144	-2.4103006393591286
FBgn0085454	nan	nan	nan	0.6669637003584453	1.0	0.5843198503259828
FBgn0037260	nan	nan	nan	0.04492421769067655	0.034992787780327196	-0.360435776144322
FBgn0052945	nan	nan	nan	1.0	1.0	0.0
FBgn0087012	nan	nan	nan	0.004601955018855778	0.011204366126221594	1.2837422450598233
FBgn0037261	0.004381329215026256	0.7248482199514885	0.8212102663944131	0.018668597749741004	0.018039038094767083	-0.04949115575128449
FBgn0037263	0.007432162777908986	0.001088781611943146	0.00720226638103008	0.0120345076337879	0.004672729111976496	-1.36483980958306
FBgn0037262	0.0027719188597215088	8.104871218606036e-10	1.0675679492858617e-07	0.01735893176325005	0.033255566285887155	0.9379176680717904
FBgn0040466	0.0027682294388480396	3.750233454347107e-05	0.0005363191004807254	0.011671857877949733	0.0062702924516578685	-0.8964295833332034
FBgn0022981	0.003515533530571758	0.07850258104242869	0.17785074787765678	0.017971048989505564	0.017480970403297463	-0.03988934904950714
FBgn0087013	0.01268683126182142	0.008537329222323975	0.034277148556795936	0.023169978186839003	0.027347534957318533	0.23915411173835555
FBgn0037265	0.009594829622494375	0.012711400014346341	0.04657744817360289	0.03166924343250369	0.039911303645689136	0.3337150009082803
FBgn0263346	0.005886785077158149	0.16756586088440817	0.30392691424923013	0.008827123811450172	0.008232637883806125	-0.10058866355967844
FBgn0053927	nan	nan	nan	0.36919180729172796	0.503525192078263	0.4476934215140155
FBgn0037270	0.008704054660881356	0.0680977632463089	0.1606781918457848	0.009392614015737067	0.01692357105380075	0.8494353958291638
FBgn0027570	0.08442873613346044	0.6596803650505887	0.7736457639487379	0.18129543109787064	0.2526137719250343	0.47859072612530307
FBgn0026620	0.021013980135210445	0.5359900264664665	0.6771349686539173	0.03073156135166855	0.036935626786991124	0.2652919934367599
FBgn0010750	0.00839901843121526	0.019178576099522893	0.06290639989306154	0.019494860143308774	0.015528536325823053	-0.32817195289585577
FBgn0264907	nan	nan	nan	0.01699379410191851	0.022163893491244566	0.3832033489838782
FBgn0264897	nan	nan	nan	1.0	1.0	0.0
FBgn0037275	nan	nan	nan	0.00038563666696526185	0.009219868287498196	4.579432003850121
FBgn0037276	nan	nan	nan	0.2292986017464379	0.378950633619471	0.7247823614712146
FBgn0260794	0.006258951921306838	5.551115123125783e-16	5.209721543053547e-13	0.004581632961487017	0.00850922843679577	0.8931664356029394
FBgn0026417	0.01781163635150321	0.21890367684015477	0.3679214205642331	0.06476894889694465	0.03290844650724897	-0.9768444080125747
FBgn0037279	0.0009174071308330559	0.015097556361171716	0.052992346298668315	0.037256683479671725	0.02697308641336999	-0.46597864161975533
FBgn0037280	nan	nan	nan	0.4535373348649465	0.2842461502177102	-0.6740805076235474
FBgn0037282	0.004136318388660553	4.3096211544080276e-05	0.0005958864756408006	0.000942579159087166	0.001804897555167502	0.9372312649023158
FBgn0037283	nan	nan	nan	1.0	1.0	0.0
FBgn0037284	nan	nan	nan	1.0	1.0	0.0
FBgn0003002	nan	nan	nan	0.09146131719484706	0.05053741495571045	-0.8558098257649371
FBgn0020280	nan	nan	nan	0.5812530190079412	0.3426256827236138	-0.7625330066349139
FBgn0004913	0.005715622747991675	0.008138149820279938	0.03307729075238251	0.01721940251107548	0.01225200206454654	-0.4910175689712579
FBgn0265082	0.029246235716744586	5.476288493710957e-05	0.000722600597729031	0.018724937387872287	0.036083924588008874	0.946395364019704
FBgn0004436	0.0013746059263095537	1.8815904501146008e-08	1.2613375981661092e-06	0.02022076946780043	0.011497718451306153	-0.8144902891359092
FBgn0037288	nan	nan	nan	0.1498792204294735	0.017103314365431863	-3.1314525489280767
FBgn0250839	nan	nan	nan	0.5434511561576034	0.6099250647383788	0.16648162860501992
FBgn0037290	0.2589680733729672	0.5879855987397927	0.7187554339528434	0.25124351850746807	0.1525485007904095	-0.7198183770988826
FBgn0037291	nan	nan	nan	0.2620183661557976	1.0	1.9322601539901958
FBgn0037292	nan	nan	nan	0.0399384143245029	0.09486212743534053	1.2480551689553714
FBgn0010313	0.0175474960065389	0.08975687439599278	0.19573611654162162	0.004217273260975974	0.0029267912735292355	-0.5269906425539226
FBgn0262605	nan	nan	nan	1.0	1.0	0.0
FBgn0037293	0.0014025981863196653	0.3436715354159875	0.5051460234736167	0.03269407294640922	0.025911878433902327	-0.3354155108373664
FBgn0040684	nan	nan	nan	1.1382081430556175	1.0	-0.18676440605913827
FBgn0037295	nan	nan	nan	0.4452959146472744	0.7426924927482724	0.7380006195138358
FBgn0037294	nan	nan	nan	1.0	1.0	0.0
FBgn0259212	0.01053731916942798	0.6398690633918513	0.7600279904992913	0.012321664888664693	0.009693979613113784	-0.3460362508711148
FBgn0037296	0.019954003531861147	0.4810646162379528	0.6328661696214224	1.4367486027375156	0.045268217796420755	-4.988165326907018
FBgn0037297	0.002024356884903581	0.5574485506702489	0.6930414014753151	0.017386983967043808	0.06395669290991275	1.879087644208771
FBgn0037298	0.0022881055073111106	0.4264824218211576	0.5825216519197594	0.010834573818938592	0.009945018427491783	-0.12359645632838756
FBgn0040682	nan	nan	nan	0.26781317404371224	0.6050089173721445	1.1757294765069908
FBgn0037299	0.0017238238207789062	0.31077639224024056	0.4711852085904132	0.027909464098549507	0.12822145373314153	2.199811342747857
FBgn0040208	0.004018842581364095	0.2576629154522083	0.41226837849076076	0.021861185474651927	0.023425648707559373	0.09971736313282875
FBgn0037301	0.0006101022532912924	0.0004464615560494378	0.0036469817944376585	0.024630297541506002	0.026534016639167404	0.10740902677052855
FBgn0087005	nan	nan	nan	0.03925285268259913	0.5001527327109039	3.671499310931752
FBgn0260462	0.004151430119558391	0.8958565275761609	0.9390880839686506	0.03207431600669545	0.02918321007730453	-0.1362799150968108
FBgn0053293	nan	nan	nan	0.08161069226143086	0.119305125701401	0.5478259417847213
FBgn0037304	nan	nan	nan	0.031006286626084793	0.008949483610294812	-1.7926844106365927
FBgn0037305	0.0025742588510013586	0.08757924148452512	0.19243340505291617	0.04197756777947559	0.032655940271039255	-0.36227312917634524
FBgn0264785	0.0011119854540513894	0.48815274571105494	0.6374001417041044	0.0026549942012050955	0.0021656552468073734	-0.2939051131176331
FBgn0037307	0.03197591404526339	0.3576386700082407	0.5196964220942003	1.1109829069034565	0.1909459102111203	-2.5406006952883526
FBgn0013576	0.011245541178772602	0.007222440213093373	0.030243213117626906	0.027466624860161562	0.03181374087439658	0.21197038288696568
FBgn0051538	nan	nan	nan	0.00939986022687367	0.04642469892474156	2.304181344353024
FBgn0037310	nan	nan	nan	0.05393905435437054	0.16787808642187738	1.6380117897515682
FBgn0037312	0.0043343639829382255	0.01671392623636958	0.05680767685951236	0.03109618013298886	0.07499630680369349	1.2700821817662704
FBgn0037313	0.004067382323401238	0.13014668951306307	0.2559742516562708	0.05164914420102263	0.05971952433839497	0.2094582299633787
FBgn0250746	0.0023458160441404675	1.1808074023011983e-06	3.633402449375982e-05	0.04253396732516107	0.030048282888917918	-0.5013328771905563
FBgn0037315	0.0026313805774970584	0.38002952667006107	0.541210486767606	0.006553670710516967	0.005403482085912422	-0.27841378487136925
FBgn0085306	nan	nan	nan	5.996145256556338	1.0913851201062121	-2.457875053661001
FBgn0051542	nan	nan	nan	1.0	1.0	0.0
FBgn0003275	0.020206455758439556	0.6149734451021396	0.739702118844419	0.061898134848261906	0.07080822578987493	0.19402102994999915
FBgn0086695	0.01775325191120648	0.27959341445036856	0.4373306991027848	0.028804767893141785	0.02288280671307517	-0.332043614582469
FBgn0037317	0.004651655372224521	0.07827401148436008	0.1775972636085203	0.03079433679230418	0.012587782799918656	-1.2906408671418959
FBgn0041707	nan	nan	nan	0.6660652687923153	0.7654530113953277	0.2006502620122092
FBgn0001311	nan	nan	nan	0.0051222231571310135	0.015500128779243692	1.597438189314989
FBgn0037320	nan	nan	nan	1.0	1.0913851201062121	0.12616027932042873
FBgn0264712	0.004770327555836507	0.7267671697076656	0.8230117511561318	0.0016023966095652727	0.0015378728877903907	-0.05929501083553923
FBgn0037322	nan	nan	nan	1.1382081430556175	1.0947976666592232	-0.05610014105433159
FBgn0037323	nan	nan	nan	0.6709319245828325	1.1895953333184464	0.8262325955474401
FBgn0037324	nan	nan	nan	1.0880298420290289	1.0913851201062121	0.004442152551233841
FBgn0037326	nan	nan	nan	0.15440725067653083	0.4337009210355962	1.4899600065404284
FBgn0037325	nan	nan	nan	1.150665962321083	1.0	-0.20246908069357547
FBgn0037327	0.0078048980867115305	0.44024606062846405	0.5948114851895822	0.004382603892564235	0.003404761161122876	-0.3642346925451374
FBgn0037328	0.024819711312582638	0.00014165425900969364	0.0014812537279175206	0.018330618322768107	0.031243079971832958	0.769281231464138
FBgn0037329	0.004437529350592266	0.17296364910281714	0.3110445694524434	0.006509564245270982	0.004508684306923547	-0.5298544740156395
FBgn0037330	0.0035592082562178376	0.34234680449608623	0.5038622192194183	0.04719824970065697	0.04558338874643402	-0.050225178706600815
FBgn0011715	0.0061107821824082816	0.000351230018793669	0.003059205314504486	0.013189993998626158	0.009167091568895065	-0.5249079186046073
FBgn0266539	nan	nan	nan	2.5042678888654515	2.650860151541176	0.08207166173036895
FBgn0025825	nan	nan	nan	23.53488895571126	13.194866062600425	-0.8348243396542285
FBgn0037332	0.0025309301858759607	0.22793838757727414	0.3781178554861189	0.008631118702033059	0.007060965599890264	-0.28968207486956743
FBgn0015402	0.005672719174455054	0.5034980195232044	0.6510959577299722	0.0020449143096761147	0.0021542561023744594	0.07514938104174185
FBgn0051550	0.0011750964295716545	0.3297049672725818	0.49047451838370204	0.013804695004274784	0.03958393974116298	1.5197561952884975
FBgn0051547	0.07374171341536027	0.04285933192919511	0.11414965027470624	0.03780192263373374	0.016836882659323864	-1.166834564008158
FBgn0010399	0.5685115969774626	0.43202090214417777	0.5877175092042918	0.04788956320988474	4.151171969130338	6.437663611839016
FBgn0010051	0.012053031613661877	0.02899489888421236	0.08508883518307322	0.01125254881450762	0.016967551912225945	0.5925266037868937
FBgn0264427	nan	nan	nan	0.2858410659375305	0.23597728898011575	-0.27656518119870666
FBgn0037336	0.0014782565211037886	4.556253547782774e-06	0.00010366167162652444	0.0025606367335571294	0.005570021688528283	1.1211803465816121
FBgn0014342	0.006231376552450299	0.9138798010023969	0.951224107078989	0.12843073068210972	0.06641684485607639	-0.9513693552309803
FBgn0086768	0.0044417018349072745	0.06236479493519009	0.1503406293651701	0.0028433383586991315	0.003855853841254067	0.43946457560466534
FBgn0037338	0.005393983043572661	0.6432075302057907	0.7614635977270697	0.009679618493514475	0.007707209353559159	-0.3287416072218692
FBgn0037339	0.0016105024042063058	0.066812986931026	0.15834340463325228	0.012211793768858562	0.00987362424108292	-0.3066234839969013
FBgn0037340	0.0065851019916421255	0.05257865702094433	0.13224809276825797	0.07850680719814412	0.04451027719322362	-0.8186792678001868
FBgn0037341	0.004510089582428824	0.15706807408326584	0.29160907522679524	0.009831100877633722	0.007494934998309144	-0.39143701118017926
FBgn0037342	0.010933125359563423	0.5251319359076694	0.6683949284932296	0.0411511514810688	0.03167057966067937	-0.3777895273534231
FBgn0041191	0.0007752063409902984	0.0006422481339303232	0.004821998989548867	0.034903913655733476	0.02516009819991421	-0.47225125686540004
FBgn0023023	0.045856808344447594	3.3672620872504666e-05	0.0004966876964848035	0.018670977523821543	0.05054647174367969	1.4368129301046277
FBgn0037344	0.0028594467291936966	6.695565812897541e-08	3.590736294516767e-06	0.005601355566455275	0.006573059935945122	0.23078912869701185
FBgn0037345	0.04209191332494579	0.05195589494260022	0.1310328717598396	0.016120149620242302	0.00811370017202283	-0.990433238095501
FBgn0014366	0.007960350026633738	0.1012885969843128	0.21360889551866008	0.018120946749364958	0.013046290291516964	-0.4740186973541549
FBgn0283535	0.020278086246242822	0.015806418312449444	0.05466355996769711	0.007422554850829725	0.011281506104636836	0.6039719288760379
FBgn0250753	0.010201000889407195	0.09942015814238159	0.2107415435722758	0.01500095538289663	0.011613055247615165	-0.36930680928987947
FBgn0037347	0.0032373764279625106	0.017377194313625277	0.05843589371524371	0.032556299685972914	0.027509439069536262	-0.2430100110341744
FBgn0261004	0.0038194796688806884	0.9525004590132243	0.9726444984775576	0.009687522288030688	0.008400800941048836	-0.20560084199295225
FBgn0017550	0.0012081812382077398	0.6533484954909956	0.7692238519909667	0.025949715952082612	0.024984184689907356	-0.054703607494557716
FBgn0019637	nan	nan	nan	66.77019959424626	71.03108544300505	0.0892461788130694
FBgn0044823	0.00449085142500353	0.1282532292021037	0.253163834233689	0.0015903372445419254	0.0009692619765691199	-0.714374172021877
FBgn0037350	0.0036238925743287973	0.9717739069535463	0.9839620355235638	0.012243110680923137	0.008900051979898469	-0.460084491691263
FBgn0037351	0.025640212123896913	0.000557172345558854	0.004329631674942339	0.0101343198607908	0.017874862858150604	0.8186829038707444
FBgn0051551	nan	nan	nan	0.10128799435856968	0.08600127423005406	-0.23603324133350734
FBgn0051549	0.004248249052061431	0.43785365126468556	0.5927524727182221	0.030332693898336538	0.027953839041065	-0.11782720263359892
FBgn0037354	0.006106923814873713	0.0072204862846269036	0.030243213117626906	0.10444839766075636	0.0991443351862305	-0.07518811164177563
FBgn0051546	nan	nan	nan	0.1272300823244825	0.16939352184635642	0.412938880154726
FBgn0051548	0.0012553333324123053	0.05763626303681235	0.14160113314148792	0.021633438344306775	0.04525359246104603	1.0647693447218067
FBgn0037356	0.0040367353870869906	0.23547587954307225	0.38585694137746446	0.031413006108861725	0.024564003490375567	-0.35481629700014405
FBgn0027951	0.003988396162386192	0.8267104537454147	0.891809191338907	0.0045025039693203425	0.005415790414936928	0.26644436131620264
FBgn0262125	0.008323431825041338	0.9207423359369807	0.9549633589082499	0.0437316891179754	0.04119222621825684	-0.08630697476041593
FBgn0037358	0.008448093390273933	0.9010914950862554	0.9433066013814285	0.017979239715864737	0.017712060374955933	-0.021599970272634827
FBgn0037359	0.0028982561710182977	0.0001924427944720586	0.0018788823158598384	0.04968706276081315	0.01350477627513537	-1.8794005199737596
FBgn0037360	0.0008670047527485314	0.02442151547918403	0.07462228697137982	0.04567591193481715	0.06118721745057885	0.42179675964803387
FBgn0046222	0.013623680782987483	0.9709652775604243	0.9836482577667731	0.0073830846555659885	0.013197311302737977	0.837948432387825
FBgn0010772	0.0011121344913717474	0.022731984152764007	0.07105401208116244	0.006496549138086553	0.006746359713198253	0.054435659017729066
FBgn0037363	0.0018774435586013168	0.09860733158357571	0.2094917502913091	0.00523558596782752	0.005123485925405454	-0.031225285488202914
FBgn0037364	0.024530979854064102	0.16558632029079556	0.30116814262192176	0.019102739588722852	0.006598247122495284	-1.5336248379682633
FBgn0261261	0.014281614089642762	0.026974901772319093	0.08077073062204022	0.022324139252906557	0.03762080716013233	0.7529262517017017
FBgn0037365	nan	nan	nan	0.28115724704088296	0.7501145320403889	1.41573365794908
FBgn0004878	nan	nan	nan	0.007572254634796452	0.01293479132530505	0.7724619484975683
FBgn0037368	0.0022634450594888086	0.019864426510871613	0.06461963355442985	0.012356386577343146	0.008477794237721567	-0.5434960557432804
FBgn0037369	0.00044345130541659184	0.03328412300228045	0.09451482431963754	0.019581771876907444	0.019172798793749758	-0.030450361470973242
FBgn0037370	0.0062573797215402386	0.2541441471608713	0.40832746776884693	0.025969639272056526	0.02342861125734328	-0.14855453432012666
FBgn0037371	0.0017240359991642306	0.2260933826944117	0.3758877584742345	0.0176637410104065	0.032302290304383224	0.8708455345629167
FBgn0027497	0.0024061638536453885	0.05424337104708021	0.13552719794391954	0.010193122707369133	0.004385652573506424	-1.2167326621411148
FBgn0037372	0.006228635753428517	0.018547946281989747	0.061347128055144945	0.07113535276103612	0.058545567006396036	-0.2810067910090752
FBgn0266672	0.005249673668002206	0.13787872716494642	0.2662534679923914	0.005947774553156296	0.004566344335753992	-0.38131031051215647
FBgn0027608	0.3980720899226636	0.05101290963011762	0.1294427763401524	0.030076356525683183	0.13250473781761724	2.1393422319034183
FBgn0037374	0.0021376216517763687	0.149864319645431	0.28151846345718123	0.0036462550830831664	0.002753168242752093	-0.40532271836131706
FBgn0037375	nan	nan	nan	0.024226686098488	0.3093757879784919	3.6746913134952774
FBgn0037376	0.012610448561628455	0.004968948753840019	0.022859600026857146	0.051916181424440495	0.03294967081851386	-0.6559202209602386
FBgn0028690	0.001019941179582976	2.8485476200046378e-09	2.8332271056737793e-07	0.03549252149944353	0.027464629960952825	-0.3699402174636184
FBgn0037377	0.007829191987944035	0.012813625400533657	0.04686054530307194	0.055815921972902124	0.046673386284849946	-0.25807657929679895
FBgn0037378	0.0028660145739298525	0.002897975848868417	0.015141268387824688	0.03836476014156656	0.026023000094366918	-0.5599944405658626
FBgn0037379	0.024555907416003848	0.8486077421172759	0.9057928529736291	0.003119997399370954	0.004297758433971019	0.4620395682893568
FBgn0263353	nan	nan	nan	0.017503593966435194	0.03592173283443997	1.0372057689513134
FBgn0261561	nan	nan	nan	0.02397685207445859	0.07633841646623124	1.670767000697026
FBgn0037382	0.001908332163377374	0.579870162538769	0.7125718346049089	0.04361965956390874	0.030786488365085615	-0.5026811933253734
FBgn0284081	nan	nan	nan	0.602797984053012	0.07186390401316187	-3.0683353749938256
FBgn0037383	0.003651987064968899	0.029477362326164713	0.08628305510520261	0.019870805925551224	0.01326886484082148	-0.5826054344126783
FBgn0037384	0.010497734762405718	0.07962984803147266	0.17986188297842862	0.039501884679496085	0.027764117148646624	-0.5086999661116556
FBgn0037385	nan	nan	nan	1.0	1.0	0.0
FBgn0037386	0.22364785086836259	0.38474889293006054	0.5451395901337789	0.15047845165107554	0.28144806755738117	0.9033118331612058
FBgn0037387	0.8520830424019463	0.4776440758963725	0.6306505291097791	0.20421968556535355	0.3376332719983386	0.7253351409675806
FBgn0037388	nan	nan	nan	1.0	1.0	0.0
FBgn0029088	0.0019742855285282104	0.7767752943150888	0.857651310252601	0.0008954874237283531	0.0009595161769820721	0.09963395870162017
FBgn0085316	nan	nan	nan	0.09758522421970382	0.7296458415366406	2.902461747659334
FBgn0028436	0.006676215970933243	0.006387130539300623	0.02759181593157024	0.05027701277900696	0.07343570630530652	0.5465827744007945
FBgn0037391	0.007633919472084237	0.06888491855336132	0.16197556169703628	0.021732030933493445	0.025711809205652934	0.2426081229908199
FBgn0083949	nan	nan	nan	0.08610439282110738	0.2736240232935745	1.6680361525434457
FBgn0040679	nan	nan	nan	1.0	1.0	0.0
FBgn0011281	nan	nan	nan	5.996145256556338	1.0947976666592232	-2.4533710679766227
FBgn0010403	nan	nan	nan	0.5904083829482422	0.6050089173721445	0.03524320103926326
FBgn0003261	0.007419422887310378	0.009181147457625771	0.03626094429871346	0.009855936419229076	0.012533077767852922	0.3466758887537331
FBgn0037395	nan	nan	nan	0.4097666255569114	1.0947976666592232	1.4177898745774051
FBgn0037396	nan	nan	nan	0.5896503528760078	0.7426924927482724	0.3329052675334912
FBgn0037398	nan	nan	nan	1.2862754050537912	0.28456679752220454	-2.176360324803886
FBgn0037399	nan	nan	nan	1.0	1.0	0.0
FBgn0026077	0.08287548577665421	0.0387797165954894	0.10599130404038384	0.14863977113920807	0.3192269042551681	1.102762060655208
FBgn0046878	nan	nan	nan	0.273335812315372	0.6267903326148407	1.19730843498502
FBgn0046876	nan	nan	nan	0.2529742653686414	0.7654530113953277	1.5973231886809638
FBgn0046875	nan	nan	nan	0.5894492003204678	0.7501145320403889	0.3477434070790437
FBgn0037402	nan	nan	nan	0.732952546270824	1.0947976666592232	0.5788725632737481
FBgn0051559	0.13519070950919412	0.9506197100506223	0.9715923337240728	0.5208008662654545	0.054035064084582494	-3.268764047574301
FBgn0037405	0.8898404456656088	0.11284487381731301	0.23079251229103406	0.08929445853980258	0.3961912961857388	2.1495546343478487
FBgn0037406	nan	nan	nan	0.8478770703808115	1.0	0.23807298435350893
FBgn0037408	nan	nan	nan	0.009537320016408187	0.05964776252141595	2.6448121897546226
FBgn0037409	nan	nan	nan	0.019235358779189898	0.05063449515701988	1.396359828327408
FBgn0037410	nan	nan	nan	0.3769759342822233	0.32860831856799977	-0.19810342450228258
FBgn0037411	nan	nan	nan	1.0440149210145144	1.0	-0.06214233098808151
FBgn0037412	nan	nan	nan	0.3888429179229943	1.365540480424848	1.8122127143196898
FBgn0037413	nan	nan	nan	1.0	1.0	0.0
FBgn0027527	nan	nan	nan	1.0	1.0	0.0
FBgn0037414	nan	nan	nan	1.143455035509349	1.0	-0.1933996352527637
FBgn0037415	nan	nan	nan	0.8459003079433185	1.0947976666592232	0.3721047127533146
